stem,stratum,in_wordnet,wordnet_pos,forms,n_forms,stem_intake
biorevitalization,plural,False,,biorevitalizations,1,
biorevolution,plural,False,,biorevolutions,1,
biorheology,plural,False,,biorheologies,1,
biorock,plural,False,,biorocks,1,
biorock,verb-form,False,,biorocked biorocking,2,
biorotor,plural,False,,biorotors,1,
biorthonormality,plural,False,,biorthonormalities,1,
biorubber,plural,False,,biorubbers,1,
biosaline,plural,False,,biosalines,1,
biosalinity,plural,False,,biosalinities,1,
biosalt,plural,False,,biosalts,1,
biosample,gerund-plural,False,,biosamplings,1,
biosauna,plural,False,,biosaunas,1,
bioscaffold,gerund-plural,False,,bioscaffoldings,1,
bioscavenging,plural,False,,bioscavengings,1,
bioscopic,plural,False,,bioscopics,1,
bioscouring,plural,False,,bioscourings,1,
bioscreen,gerund-plural,False,,bioscreenings,1,
bioscrubbing,plural,False,,bioscrubbings,1,
bioseal,plural,False,,bioseals,1,
biosearch,plural,False,,biosearches,1,
biosecure,plural,False,,biosecures,1,
biosecurity,plural,False,,biosecurities,1,
biosedimentation,plural,False,,biosedimentations,1,
biosedimentology,plural,False,,biosedimentologies,1,
biosegmentation,plural,False,,biosegmentations,1,
bioselection,plural,False,,bioselections,1,
bioselectivity,plural,False,,bioselectivities,1,
biosenescence,plural,False,,biosenescences,1,
biosenescent,plural,False,,biosenescents,1,
biosensing,plural,False,,biosensings,1,
biosensitive,plural,False,,biosensitives,1,
biosequester,gerund-plural,False,,biosequesterings,1,
biosequester,plural,False,,biosequesters,1,
biosequestration,plural,False,,biosequestrations,1,
biosera,plural,False,,bioseras,1,
bioshield,gerund-plural,False,,bioshieldings,1,
bioshield,verb-form,False,,bioshielded,1,
biosignal,gerund-plural,False,,biosignalings,1,
biosimulator,plural,False,,biosimulators,1,
bioslurping,plural,False,,bioslurpings,1,
bioslurry,plural,False,,bioslurries,1,
bioslurry,verb-form,False,,bioslurried bioslurrying,2,
biosocial,plural,False,,biosocials,1,twl_scrabble_dictionary
biosociology,plural,False,,biosociologies,1,
biosoil,plural,False,,biosoils,1,
biosolarization,plural,False,,biosolarizations,1,
biosolarize,plural,False,,biosolarizes,1,
biosolarize,verb-form,False,,biosolarizing,1,
biosoluble,plural,False,,biosolubles,1,
biosorb,gerund-plural,False,,biosorbings,1,
biosorbate,verb-form,False,,biosorbating,1,
biosorbed,plural,False,,biosorbeds,1,
biosovereignty,plural,False,,biosovereignties,1,
biospace,verb-form,False,,biospaced biospacing,2,
biosparge,gerund-plural,False,,biospargings,1,
biosparge,plural,False,,biosparges,1,
biospecificity,plural,False,,biospecificities,1,
biospectrometry,plural,False,,biospectrometries,1,
biospectroscopy,plural,False,,biospectroscopies,1,
biospeleology,plural,False,,biospeleologies,1,
biospinning,plural,False,,biospinnings,1,
biospot,plural,False,,biospots,1,
biostability,plural,False,,biostabilities,1,
biostereometry,plural,False,,biostereometries,1,
biostimulate,gerund-plural,False,,biostimulatings,1,
biostratinomy,plural,False,,biostratinomies,1,
biosurveillance,plural,False,,biosurveillances,1,
biosynthesize,gerund-plural,False,,biosynthesizings,1,
biotagging,plural,False,,biotaggings,1,
biotarget,gerund-plural,False,,biotargetings,1,
biotaxonomy,plural,False,,biotaxonomies,1,
biotelemetering,plural,False,,biotelemeterings,1,
biotemplate,gerund-plural,False,,biotemplatings,1,
biotemporality,plural,False,,biotemporalities,1,
biotensegrity,plural,False,,biotensegrities,1,
bioterrorism,plural,True,n,bioterrorisms,1,
bioterrorizing,plural,False,,bioterrorizings,1,
biotest,gerund-plural,False,,biotestings,1,
biotheology,plural,False,,biotheologies,1,
biothesiometry,plural,False,,biothesiometries,1,
biotinamide,plural,False,,biotinamides,1,
biotination,plural,False,,biotinations,1,
biotinoyl,plural,False,,biotinoyls,1,
biotinylamido,plural,False,,biotinylamidos,1,
biotinylate,gerund-plural,False,,biotinylatings,1,
bioturbating,plural,False,,bioturbatings,1,
bioturbation,plural,False,,bioturbations,1,extended_domain_sources
biotype,gerund-plural,True,n,biotypings,1,twl_scrabble_dictionary
biouptake,plural,False,,biouptakes,1,
biourbanism,plural,False,,biourbanisms,1,
biovalorization,plural,False,,biovalorizations,1,
biovalorize,gerund-plural,False,,biovalorizings,1,
biovariance,plural,False,,biovariances,1,
biovent,gerund-plural,False,,bioventings,1,
biovent,plural,False,,biovents,1,
biovigilance,plural,False,,biovigilances,1,
bioviolence,plural,False,,bioviolences,1,
biovisualization,plural,False,,biovisualizations,1,
biovolume,verb-form,False,,biovolumed,1,
biovulate,plural,False,,biovulates,1,
biovulate,verb-form,False,,biovulated biovulating,2,
biowar,plural,False,,biowares,1,
biowarfare,plural,False,,biowarfares,1,
biowealth,plural,False,,biowealths,1,
bioweaponry,plural,False,,bioweaponries,1,
bioweathering,plural,False,,bioweatherings,1,
bioxidation,plural,False,,bioxidations,1,
bipaternity,plural,False,,bipaternities,1,
bipedalization,plural,False,,bipedalizations,1,
biphenyldiyl,plural,False,,biphenyldiyls,1,
biphenylenedioxy,plural,False,,biphenylenedioxies,1,
biphenylenyl,plural,False,,biphenylenyls,1,
biphenylethane,plural,False,,biphenylethanes,1,
biphenylide,plural,False,,biphenylides,1,
biphenylisopropyloxycarbonyl,plural,False,,biphenylisopropyloxycarbonyls,1,
biphenylmethane,plural,False,,biphenylmethanes,1,
biphenyloxy,plural,False,,biphenyloxies,1,
biphenylphosphine,plural,False,,biphenylphosphines,1,
biphenylsulfonate,plural,False,,biphenylsulfonates,1,
biphenylsulfonate,verb-form,False,,biphenylsulfonated biphenylsulfonating,2,
biphenyltetracarboximide,plural,False,,biphenyltetracarboximides,1,
biphenyltetracarboxylic,plural,False,,biphenyltetracarboxylics,1,
biphenylyl,plural,False,,biphenylyls,1,
biphenylyldiphenylmethane,plural,False,,biphenylyldiphenylmethanes,1,
biphenylylsilane,plural,False,,biphenylylsilanes,1,
biphobic,plural,False,,biphobics,1,
biphosphated,plural,False,,biphosphateds,1,
biphosphoglycerate,verb-form,False,,biphosphoglycerated biphosphoglycerating,2,
biphosphonate,verb-form,False,,biphosphonated biphosphonating,2,
biphotochromic,plural,False,,biphotochromics,1,
biphthalocyanine,plural,False,,biphthalocyanines,1,
bipinnate,plural,True,s,bipinnates,1,twl_scrabble_dictionary
bipinnatifid,plural,True,s,bipinnatifids,1,
biplanar,plural,False,,biplanars,1,
biplanarity,plural,False,,biplanarities,1,
biplanate,plural,False,,biplanates,1,
biplegia,plural,False,,biplegias,1,
bipolarize,gerund-plural,False,,bipolarizings,1,twl_scrabble_dictionary
bipotential,plural,False,,bipotentials,1,
biraciality,plural,False,,biracialities,1,
biracialness,plural,False,,biracialnesses,1,
biradicular,plural,False,,biradiculars,1,
birationality,plural,False,,birationalities,1,
birdathon,verb-form,False,,birdathoned birdathoning,2,
birddog,gerund-plural,False,,birddoggings,1,twl_scrabble_dictionary
birdfarm,verb-form,False,,birdfarmed birdfarming,2,twl_scrabble_dictionary
birdie,gerund-plural,True,nv,birdieings,1,twl_scrabble_dictionary
birdiness,plural,False,,birdinesses,1,
birdlife,plural,False,,birdlifes,1,twl_scrabble_dictionary
birdlime,gerund-plural,True,nv,birdlimings,1,twl_scrabble_dictionary
birdwatch,gerund-plural,True,v,birdwatchings,1,twl_scrabble_dictionary
biregularity,plural,False,,biregularities,1,
birr,gerund-plural,True,nv,birrings,1,twl_scrabble_dictionary
birreta,plural,False,,birretas,1,
birtherism,plural,False,,birtherisms,1,
birthorder,plural,False,,birthorders,1,
birthweight,verb-form,False,,birthweighted,1,
bisacridinium,plural,False,,bisacridiniums,1,
bisacylation,plural,False,,bisacylations,1,
bisacylphosphine,plural,False,,bisacylphosphines,1,
bisaddition,plural,False,,bisadditions,1,
bisalbumin,plural,False,,bisalbumins,1,
bisalbuminemia,plural,False,,bisalbuminemias,1,
bisalicylate,plural,False,,bisalicylates,1,
bisalkylated,plural,False,,bisalkylateds,1,
bisalkylating,plural,False,,bisalkylatings,1,
bisalkylation,plural,False,,bisalkylations,1,
bisamido,plural,False,,bisamidos,1,
bisamine,verb-form,False,,bisamined bisamining,2,
bisamino,plural,False,,bisaminos,1,
bisaminomethyl,plural,False,,bisaminomethyls,1,
bisammonium,plural,False,,bisammoniums,1,
biscoclaurine,plural,False,,biscoclaurines,1,
bisect,gerund-plural,True,v,bisectings,1,twl_scrabble_dictionary
bisected,plural,True,v,bisecteds,1,twl_scrabble_dictionary
biserrate,plural,True,s,biserrates,1,twl_scrabble_dictionary
bishop,gerund-plural,True,n,bishopings,1,twl_scrabble_dictionary
bismuthgermanate,plural,False,,bismuthgermanates,1,
bismuthgermanate,verb-form,False,,bismuthgermanated bismuthgermanating,2,
bismuthoxychloride,plural,False,,bismuthoxychlorides,1,
bismuthoxychloride,verb-form,False,,bismuthoxychlorided bismuthoxychloriding,2,
bismutoplagionite,plural,False,,bismutoplagionites,1,
bisnaphthalene,plural,False,,bisnaphthalenes,1,
bisnaphthalene,verb-form,False,,bisnaphthalened bisnaphthalening,2,
bisnucleoside,plural,False,,bisnucleosides,1,
bisolar,plural,False,,bisolars,1,
bisoprolol,plural,False,,bisoprolols,1,
bisoprolol,verb-form,False,,bisoprololed bisoprololing,2,
bispectrum,plural,False,,bispectrums,1,
bistate,verb-form,False,,bistated bistating,2,twl_scrabble_dictionary
bisulfate,verb-form,False,,bisulfating,1,twl_scrabble_dictionary
bit,gerund-plural,True,nv,bitings,1,twl_scrabble_dictionary
bitangency,plural,False,,bitangencies,1,
bitartrate,verb-form,True,n,bitartrated bitartrating,2,twl_scrabble_dictionary
bitchiest,plural,True,s,bitchiests,1,twl_scrabble_dictionary
bitchslap,gerund-plural,False,,bitchslappings,1,
bitcoinization,plural,False,,bitcoinizations,1,
bitemporal,plural,False,,bitemporals,1,
bitemporality,plural,False,,bitemporalities,1,
biteplates,plural,True,n,biteplateses,1,twl_scrabble_dictionary
biternate,plural,False,,biternates,1,
biters,plural,True,n,biterses,1,twl_scrabble_dictionary
bitewing,verb-form,True,n,bitewinged,1,twl_scrabble_dictionary
bitexts,plural,False,,bitextses,1,
bitheads,plural,False,,bitheadses,1,
bitheca,plural,False,,bithecas,1,
bithiazoles,plural,False,,bithiazoleses,1,
bithiophenes,plural,False,,bithiopheneses,1,
bitplanes,plural,False,,bitplaneses,1,
bitstocks,plural,True,n,bitstockses,1,twl_scrabble_dictionary
bitstreams,plural,False,,bitstreamses,1,twl_scrabble_dictionary
bitsy,agent-plural,False,,bitsiers,1,twl_scrabble_dictionary
bitter,agent-plural,True,nrsv,bitterers,1,twl_scrabble_dictionary
bitter,gerund-plural,True,nrsv,bitterings,1,twl_scrabble_dictionary
bittersweet,verb-form,True,ns,bittersweeted bittersweeting,2,twl_scrabble_dictionary
bittersweetness,plural,False,,bittersweetnesses,1,twl_scrabble_dictionary
bituminize,gerund-plural,True,v,bituminizings,1,twl_scrabble_dictionary
bituminosity,plural,False,,bituminosities,1,
bituminousness,plural,False,,bituminousnesses,1,
bityrosine,plural,False,,bityrosines,1,
biuncinate,plural,False,,biuncinates,1,
biuncinate,verb-form,False,,biuncinated biuncinating,2,
biunique,plural,False,,biuniques,1,twl_scrabble_dictionary
biunity,plural,False,,biunities,1,
biunivocity,plural,False,,biunivocities,1,
biuranate,plural,False,,biuranates,1,
biuranate,verb-form,False,,biuranated biuranating,2,
biuret,plural,False,,biurets,1,
bivalirudin,plural,False,,bivalirudins,1,
bivalued,plural,False,,bivalueds,1,
bivariance,plural,False,,bivariances,1,
bivariate,plural,True,a,bivariates,1,twl_scrabble_dictionary
biventricular,plural,False,,biventriculars,1,
bivittate,plural,False,,bivittates,1,
bivittate,verb-form,False,,bivittated bivittating,2,
bivouacked,plural,True,v,bivouackeds,1,twl_scrabble_dictionary
bixbite,plural,False,,bixbites,1,
bizarrism,plural,False,,bizarrisms,1,
bizarros,plural,False,,bizarroses,1,twl_scrabble_dictionary
biznagas,plural,False,,biznagases,1,twl_scrabble_dictionary
bizonality,plural,False,,bizonalities,1,
bizygomatic,plural,False,,bizygomatics,1,
bizzes,plural,False,,bizzeses,1,twl_scrabble_dictionary
bizzes,verb-form,False,,bizzesed bizzesing,2,twl_scrabble_dictionary
blab,gerund-plural,True,v,blabbings,1,twl_scrabble_dictionary
blabbed,plural,True,v,blabbeds,1,twl_scrabble_dictionary
blabbered,plural,True,v,blabbereds,1,twl_scrabble_dictionary
blabbermouth,gerund-plural,True,n,blabbermouthings,1,twl_scrabble_dictionary
blackball,gerund-plural,True,nv,blackballings,1,twl_scrabble_dictionary
blackbird,gerund-plural,True,n,blackbirdings,1,twl_scrabble_dictionary
blackbottom,plural,False,,blackbottoms,1,
blackbuck,verb-form,True,n,blackbucked blackbucking,2,twl_scrabble_dictionary
blackcock,verb-form,True,n,blackcocked blackcocking,2,twl_scrabble_dictionary
blackface,gerund-plural,True,n,blackfacings,1,twl_scrabble_dictionary
blackfish,gerund-plural,True,n,blackfishings,1,twl_scrabble_dictionary
blackguard,gerund-plural,True,nv,blackguardings,1,twl_scrabble_dictionary
blackhearted,plural,False,,blackhearteds,1,
blackheartedness,plural,False,,blackheartednesses,1,
blackishness,plural,False,,blackishnesses,1,
blackjack,gerund-plural,True,nv,blackjackings,1,twl_scrabble_dictionary
blackland,verb-form,False,,blacklanded,1,twl_scrabble_dictionary
blacklist,gerund-plural,True,nv,blacklistings,1,twl_scrabble_dictionary
blackmail,gerund-plural,True,nv,blackmailings,1,twl_scrabble_dictionary
blackmailable,plural,False,,blackmailables,1,
blackroot,verb-form,False,,blackrooted blackrooting,2,
blackshirt,verb-form,True,n,blackshirting,1,
blackthorn,verb-form,True,n,blackthorned blackthorning,2,twl_scrabble_dictionary
blacktongue,plural,False,,blacktongues,1,
blacktop,gerund-plural,True,nv,blacktoppings,1,twl_scrabble_dictionary
blackwood,verb-form,True,n,blackwooded blackwooding,2,twl_scrabble_dictionary
blaireau,plural,False,,blaireaus,1,
bland,plural,True,s,blands,1,twl_scrabble_dictionary
blank,gerund-plural,True,nsv,blankings,1,twl_scrabble_dictionary
blanket,gerund-plural,True,nsv,blanketings,1,twl_scrabble_dictionary
blarney,gerund-plural,True,nv,blarneyings,1,twl_scrabble_dictionary
blastemic,plural,True,a,blastemics,1,twl_scrabble_dictionary
blatter,gerund-plural,False,,blatterings,1,twl_scrabble_dictionary
blaw,gerund-plural,False,,blawings,1,twl_scrabble_dictionary
bleach,gerund-plural,True,nv,bleachings,1,twl_scrabble_dictionary
blear,gerund-plural,True,sv,blearings,1,twl_scrabble_dictionary
bleat,gerund-plural,True,nv,bleatings,1,twl_scrabble_dictionary
blemish,gerund-plural,True,nv,blemishings,1,twl_scrabble_dictionary
blend,gerund-plural,True,nv,blendings,1,twl_scrabble_dictionary
blennoma,plural,False,,blennomas,1,
blennophobia,plural,False,,blennophobias,1,
blennophthalmia,plural,False,,blennophthalmias,1,
blennorrheic,plural,False,,blennorrheics,1,
blennostatic,plural,False,,blennostatics,1,
blepharemphysema,plural,False,,blepharemphysemas,1,
blepharorrhaphy,plural,False,,blepharorrhaphies,1,
blet,gerund-plural,False,,blettings,1,twl_scrabble_dictionary
blight,gerund-plural,True,nv,blightings,1,twl_scrabble_dictionary
blimey,verb-form,False,,blimeyed,1,twl_scrabble_dictionary
blind,gerund-plural,True,ansv,blindings,1,twl_scrabble_dictionary
blitz,gerund-plural,True,nv,blitzings,1,twl_scrabble_dictionary
bloat,gerund-plural,True,nv,bloatings,1,twl_scrabble_dictionary
blob,gerund-plural,True,nv,blobbings,1,twl_scrabble_dictionary
block,gerund-plural,True,nv,blockings,1,twl_scrabble_dictionary
blockade,gerund-plural,True,nv,blockadings,1,twl_scrabble_dictionary
blockhouse,verb-form,True,n,blockhousing,1,twl_scrabble_dictionary
blocky,plural,True,s,blockies,1,twl_scrabble_dictionary
blondine,gerund-plural,False,,blondinings,1,twl_scrabble_dictionary
blooded,plural,True,sv,bloodeds,1,twl_scrabble_dictionary
bloodsucking,plural,True,s,bloodsuckings,1,twl_scrabble_dictionary
bloody,gerund-plural,True,arsv,bloodyings,1,twl_scrabble_dictionary
bloodymindedness,plural,False,,bloodymindednesses,1,
bloop,gerund-plural,False,,bloopings,1,twl_scrabble_dictionary
blossom,gerund-plural,True,nv,blossomings,1,twl_scrabble_dictionary
blot,gerund-plural,True,nv,blottings,1,twl_scrabble_dictionary
blotch,gerund-plural,True,nv,blotchings,1,twl_scrabble_dictionary
blouse,gerund-plural,True,n,blousings,1,twl_scrabble_dictionary
blousiness,plural,False,,blousinesses,1,
bloviate,gerund-plural,True,v,bloviatings,1,twl_scrabble_dictionary
blows,plural,True,nv,blowses,1,twl_scrabble_dictionary
blowtorch,gerund-plural,True,n,blowtorchings,1,twl_scrabble_dictionary
blowtube,verb-form,True,n,blowtubed blowtubing,2,twl_scrabble_dictionary
bludge,gerund-plural,False,,bludgings,1,twl_scrabble_dictionary
bludger,verb-form,False,,bludgered bludgering,2,twl_scrabble_dictionary
bluebeat,verb-form,False,,bluebeated bluebeating,2,twl_scrabble_dictionary
blueprint,gerund-plural,True,nv,blueprintings,1,twl_scrabble_dictionary
bluewash,gerund-plural,False,,bluewashings,1,
bluffable,plural,False,,bluffables,1,twl_scrabble_dictionary
blunder,gerund-plural,True,nv,blunderings,1,twl_scrabble_dictionary
blunderbuss,gerund-plural,True,n,blunderbussings,1,twl_scrabble_dictionary
blunge,gerund-plural,False,,blungings,1,twl_scrabble_dictionary
blunged,plural,False,,blungeds,1,twl_scrabble_dictionary
bluntedness,plural,False,,bluntednesses,1,
blurb,gerund-plural,True,n,blurbings,1,twl_scrabble_dictionary
blurt,gerund-plural,True,v,blurtings,1,twl_scrabble_dictionary
